Unnamed: 0,date,top_5_titles
540,2021-05-03,"Why Tarana Burke thinks vulnerability is actually the key to success - Johnson & Johnson|Woman died from complications after receiving Johnson & Johnson vaccine, family says - MLive.com|CDC investigating Ionia County woman's death after receiving Johnson & Johnson vaccine - HollandSentinel.com"
541,2021-05-04,"Family says Ionia woman died of complications after Johnson & Johnson vaccine - WILX|Miami Beach suspends COVID orders, announces return of in-person commission meetings - Miami Herald|Less than half of NYPD cops have received at least one COVID-19 vaccine - New York Post|Johnson & Johnson vaccine resumes in FSM - Pacific Daily News"
542,2021-05-05,Vicarious Surgical Stock – Surgical Robots With VR - Nanalyze|Wolstein Center clinic now offering Johnson & Johnson vaccine - Crain's Cleveland Business|U.S. Bet Big on Covid Vaccine Manufacturer Even as Problems Mounted (Published 2021) - The New York Times|Doctors first to treat rare blood clotting side-effect of Johnson & Johnson COVID vaccine with Heparin alternative - Study Finds
543,2021-05-06,"New York City proposes vaccinating tourists in popular spots - The Guardian|Countries are sitting on millions of J&J vaccine doses, report says - Business Insider"
544,2021-05-07,Armenia has proposal for Novavax and Johnson & Johnson vaccines - Armenpress|Anti-vaxxer records himself stealing a vial of Johnson & Johnson COVID-19 vaccine to 'investigate' in a laboratory - Business Insider
545,2021-05-08,
546,2021-05-09,"Good Question: Which vaccine is more effective - Johnson & Johnson or AstraZeneca? - WBTV | Norway urged to exclude AstraZeneca, J&J from vaccine scheme by country experts - Cyprus Mail"
547,2021-05-10,"More than five million doses of ""Johnson & Johnson"" vaccine arrive in Libya within days - The Libya Observer|Bolivia signs J&J vaccine deal with a twist - it needs WTO patent waiver - Reuters.com|3 Explanations for the Vaccine Slowdown - The Atlantic|Questions about the Johnson & Johnson COVID-19 vaccines? UF Health experts have answers - UF Health News"
548,2021-05-11,"J&J Vision sets sights on childhood myopia with new FDA contact lens clearance - Fierce Biotech|Johnson & Johnson vaccine linked to 28 cases of blood clots, CDC reports - NBC News|NYC subway stations begin to offer COVID-19 vaccinations - New York Post"
549,2021-05-12,How Doctors Successfully Treated a Johnson & Johnson Vaccine-Related Blood Clot - Verywell Health|J&J develops reshaping contact lenses for childhood myopia - Mobihealth News|World’s Largest Healthcare Companies 2021: Big Pharma And Insurers Profit Through The Pandemic - Forbes
550,2021-05-13,"J&J to donate 200,000 vaccine regimens to curb Ebola outbreak - European Pharmaceutical Review|Crohn's and colitis group encourages patients to 'Spill Your Guts' to ditch stigma in pharma-backed campaign - FiercePharma|Zero Johnson & Johnson COVID-19 vaccine doses set to ship next week as production holdup lingers - FiercePharma"
551,2021-05-14,"What To Make Of The Yankees Outbreak? Scientists Say: Don't Panic, We Expected This - NPR|New York Yankees say 8 vaccinated members tested positive for Covid-19. Here's how that could happen - CNN|5 pressing questions about the New York Yankees’ breakthrough Covid-19 infections - STAT"
552,2021-05-15,nan
553,2021-05-16,Prioritizing health worker mental health and well-being is critical to achieving healthcare goals - Johnson & Johnson
554,2021-05-17,"J&J aims to create community for PAH patients and their doctors with new Uptravi campaign - FiercePharma|Johnson & Johnson recalls Acuvue contact lenses sold by Walmart, Sam’s Club and others - Miami Herald"
555,2021-05-18,"ASCO: AbbVie, J&J pad Imbruvica's CLL case with Venclexta fixed-duration combo data - FiercePharma|If you use these contact lenses, throw them out and get your money back - BGR|ASCO: Johnson & Johnson's bispecific lung cancer combo shows promise as Tagrisso backup, but the Big Pharma wants more - Fierce Biotech|Johnson & Johnson documented contamination risks at Baltimore plant months before vaccine was ruined - The Washington Post|India's Biological E. to produce Johnson & Johnson COVID-19 vaccine - Moneycontrol"
556,2021-05-19,"J&J working with Telangana-based company to manufacture Covid vaccine - Business Standard|Emergent was unequipped to produce both J&J and AstraZeneca COVID-19 vaccines, execs tell lawmakers - FiercePharma|Maddox Memorial will host Johnson & Johnson clinic Thursday - Richland Source"
557,2021-05-20,What the 'Choosing Your COVID-19 Vaccine' Meme Gets Wrong - Snopes.com
558,2021-05-21,
559,2021-05-22,Johnson & Johnson spotlights safety edge after Stelara's near miss against Humira in Crohn's - FiercePharma
560,2021-05-23,J&J’s new cancer drug leads a growing pipeline of dual-targeting antibodies - BioPharma Dive|ASCO: J&J's subcutaneous bispecifics tackle multiple myeloma in phase 1 - Fierce Biotech|Centene Appoints Suzy DePrizio as Chief Marketing Officer - Centene Corporation
561,2021-05-24,"Belmont Girls Shine at US College - Jack Newton Junior Golf|Cherry Huang named new CEO of Janssen Korea - KBR|What to know about HDFN, a serious blood disorder in babies, including a possible new treatment - Johnson & Johnson|European Commission approves Ponvory for RMS - The Pharma Letter"
562,2021-05-25,Preclinical and clinical characterization of the RORγt inhibitor JNJ-61803534 - Nature.com|J&J appoints new Area Managing Director for Consumer Health Northern Europe - Pf Media|Belgium suspends J&J vaccine for under 41s after death - ETHealthWorld
563,2021-05-26,"Belgium halts J&J COVID vaccine for under 41s after first EU death - Reuters.com|UCSC reopens COVID-19 vaccination clinics for students, faculty and staff - KSBW Monterey|J&J-backed Pulmocide fills its lungs with $92M series C to fund phase 3 ahead of possible IPO - Fierce Biotech"
564,2021-05-27,Johnson & Johnson stock outperforms market on strong trading day - MarketWatch|Janssen single-dose Covid vaccine approved by UK - BBC.com|What are the side effects of the Johnson & Johnson vaccine? - Open Access Government|Johnson & Johnson Single-Dose Vaccine Approved For Use in the UK - winnFm|Johnson & Johnson’s Vaccine Offers Strong Protection but Fuels Concern About Variants (Published 2021) - The New York Times
565,2021-05-28,How does the Johnson & Johnson vaccine work? - Guernsey Press|COVID-19: Johnson & Johnson single-dose vaccine approved for use in the UK - Sky News|COVID-19: How does the newly-approved Johnson & Johnson vaccine work - and how does it compare? - Sky News
566,2021-05-29,
567,2021-05-30,"Johnson & Johnson asks Supreme Court to void $2B talc verdict - NBC News | Qu&Co, Janssen Pharmaceuticals to Develop and Test Quantum Computational Methods Pharma R&D - The Quantum Insider | Johnson & Johnson Asks High Court to Void $2B Talc Verdict - winnFm | Johnson & Johnson: Carrie takes Boris's surname after wearing 'borrowed' £2,870 wedding dress - Daily Mail"
568,2021-05-31,U.S. Supreme Court rebuffs J&J appeal over $2 billion baby powder judgment - Reuters.com|Supreme Court Says A $2 Billion Verdict In A Baby Powder Cancer Case Should Remain - NPR|How Johnson & Johnson has pioneered in the battle against HIV/AIDS - Johnson & Johnson
569,2021-06-01,Johnson & Johnson's last-ditch appeal of $2B talc verdict falls short at Supreme Court - FiercePharma|Johnson & Johnson Faces Another Crisis After Supreme Court Decision - Forbes|Johnson & Johnson to pay $2.1bn in talc cancer case after Supreme Court rejection - Financial Times
570,2021-06-02,"Thirty Madison Reaches $1B Valuation with $140M Series C Funding - HIT Consultant|J&J touts Tremfya win in Humira-resistant psoriatic arthritis patients amid showdown with AbbVie's Skyrizi - FiercePharma|Jamaica Secures Over 1 Million Doses of Johnson & Johnson Vaccine - caribbeannationalweekly.com|Johnson & Johnson vaccines could cost millions annually - Windhoek Observer|Agency News|⚡Govt Holding Discussions With Pfizer, Johnson & Johnson: G Kishan Reddy - LatestLY"
571,2021-06-03,Holistic strategy to drive eye health excellence - BSA bureau|Greece rolls out ‘long-awaited’ mass vaccine campaign to refugees - Al Jazeera English|Government sourcing more doses of COVID-19 vaccines including Johnson & Johnson to further vaccination efforts - SKNVibes.com|Mexico to Use US-Donated Vaccines Along Border - NBC San Diego
572,2021-06-04,"Carcinogen found in some popular sunscreens and after-sun products including Neutrogena, tests show - CBS News"
573,2021-06-05,
574,2021-06-06,Johnson & Johnson culls $1.6B argenx blood cancer drug collab - Fierce Biotech | Argenx Regains Rights to Blood Cancer Drug Following Dropped $1.6 Billion Deal - BioSpace | Updated: 5 things to know about the Johnson & Johnson vaccine - Loop News Trinidad & Tobago
575,2021-06-07,"Kuwait approves Johnson & Johnson Covid vaccine - Reuters.com|Class Action Lawsuit Claims OGX Shampoos, Conditioners May Cause Scalp Irritation, Hair Loss - ClassAction.org"
576,2021-06-08,"Brazil to receive 3 million doses of J&J COVID vaccine - minister - Reuters.com|France opens its doors to Albanians who have been vaccinated with Pfizer, Moderna, AstraZeneca and Johnson & Johnson - Telegrafi|Johnson & Johnson OGX Shampoo Makes Your Hair Fall Out, Class Action Lawsuit Alleges - Top Class Actions|DePuy Synthes Launches 2.7 mm Variable Angle Locking Compression Plate Clavicle System Designed to Accommodate Different Shapes and Sizes of the Collarbone - OrthoSpineNews"
577,2021-06-09,US extends expiration dates for J&J COVID vaccine by 6 weeks - The Associated Press|FDA extends shelf life of Johnson & Johnson COVID-19 vaccine - Reuters.com
578,2021-06-10,FDA tells Johnson & Johnson to toss 60 million Covid vaccine doses - NBC News|Astellas' Xtandi nabs leg up over Johnson & Johnson's Erleada with NICE prostate cancer win in U.K. - FiercePharma|EU rejects contaminated J&J COVID shots - DW (English)
579,2021-06-11,"COVID-19 Vaccine Drug Substance Manufactured by Emergent BioSolutions Authorized as Part of Johnson & Johnson’s Emergency Use Authorization - BioBuzz|EU won't use J&J COVID shots from time of U.S. contamination issue - Reuters.com|EHA: Johnson & Johnson, nearing Sanofi showdown, bolsters Darzalex's myeloma lead with 'unprecedented' survival data - FiercePharma|FDA tells J&J to scrap 60 million vaccine doses made at troubled plant - POLITICO"
580,2021-06-12,"South Africa to Dispose of 2 Million Contaminated J&J Vaccines - Bloomberg|South African health inspectors will not release unsuitable J&J vaccines - ETHealthWorld|EHA: A shorter leukemia therapy? AbbVie, J&J tee up FDA filing for Imbruvica, Venclexta fixed-duration combo - FiercePharma"
581,2021-06-13,The top 10 highest paid biopharma R&D executives in 2020 - Fierce Biotech|Mattapoisett Land Trust scholarship winners - Sippican Week|South Africa pulls 2 million doses of JJ vaccine after contamination concerns - 코리아타임스
582,2021-06-14,The Story Behind BAND-AID® Brand OURTONE™ Adhesive Bandages - Johnson & Johnson|U.S. authorizes another 14 mln doses of Johnson & Johnson's COVID-19 vaccine -sources - Reuters.com|Health Departments Across Wisconsin Have More J&J Vaccine Than They Can Use - WPR
583,2021-06-15,"BIO 2021: After COVID-19 showcased the power of science, J&J exec urges industry to start thinking 'cure' in cancer - FiercePharma|PYC Therapeutics Establishing New U.S. Headquarters in San Diego, Announces Residency at Johnson & Johnson Innovation, JLABS - InvisionMag|SA ramp up Covid-19 vaccine rollout - DPSA"
584,2021-06-16,Webinar: Introduction of South Korea's Digital Market & Key Strategies to Run A Successful Campaign - AnyMind Group|Family is key to locksmith firm’s success - Southwest Ledger
585,2021-06-17,"Full Court dismisses Johnson & Johnson’s appeal against findings in pelvic mesh class action - Maddocks|The Phillie Phanatic Will Get Vaccinated Next Week - That Balls Outta Here|Moderna, Johnson & Johnson approved for use locally - Trinidad Guardian"
586,2021-06-18,"""How Johnson & Johnson helped us adopt 11 children"" - Johnson & Johnson|Johnson & Johnson companies play vital role in global health - Irish Examiner|Johnson & Johnson, caring for health for more than 130 years - Irish Examiner"
587,2021-06-19,
588,2021-06-20,Ethicon Expands Advanced Biopolar Energy Portfolio With Launch Of ENSEAL X1 Curved Jaw Tissue Sealer - News-Herald | Active Amplify ETF Reaches Big AUM Milestone - ETFdb.com
589,2021-06-21,COVID-19: Which vaccines are effective against the delta variant? - Medical News Today|J&J cell therapy partner Legend carves out production foothold in Belgium as myeloma drug nears finish line - FiercePharma
590,2021-06-22,From game-changer to back-up: J&J's COVID vaccine struggles in Europe - Reuters.com|Darzalex scores a first with new EC approval in AL - The Pharma Letter
591,2021-06-23,A Comeback for Dividends - Kiplinger's Personal Finance|Tijuana has become a popular destination for Mexicans looking for COVID-19 vaccine - Border Report|Lynparza approval cements value of China for AstraZeneca - The Pharma Letter
592,2021-06-24,
593,2021-06-25,Johnson & Johnson confirms opioid business has ended in $230 million settlement with New York - CNBC | Johnson & Johnson to pay $230m in New York opioids case - Al Jazeera English | Johnson & Johnson pays $230m to settle New York opioids case - The Guardian | J&J Agrees To Pay $230M In New York Opioid Settlement - NPR
