,date,top_5_titles
688,2021-09-28,"Swiss buy 150,000 doses of J&J COVID-19 vaccine - Reuters.com | Two pioneering RNA scientists win the 2021 Dr. Paul Janssen Award for biomedical research - Johnson & Johnson | Slovenia suspends Johnson vaccine over death of 20-year-old - Al Jazeera English | How does the COVID-19 vaccine affect type 2 diabetes - Medical News Today | Slovenia police use water cannons at anti-COVID pass protest - The Associated Press"
689,2021-09-29,"Slovenia suspends Johnson vaccine over death of 20-year-old - Al Jazeera English | Swiss buy 150,000 doses of J&J COVID-19 vaccine - Reuters.com | Slovenia police use water cannons at anti-COVID pass protest - The Associated Press | How does the COVID-19 vaccine affect type 2 diabetes - Medical News Today | MDL Watch: Panel to weigh CPAP, sunscreen actions - Reuters.com"
690,2021-09-30,"Building a future-ready workforce with data and AI - IBM | FDA won't extend shelf life of J&J Covid vaccine doses, may extend life of millions of Moderna shots - NBC News | EU finds J&J COVID shot possibly linked to another rare clotting condition - Reuters.com"
691,2021-10-01,"Building a future-ready workforce with data and AI - IBM | FDA won't extend shelf life of J&J Covid vaccine doses, may extend life of millions of Moderna shots - NBC News | EU finds J&J COVID shot possibly linked to another rare clotting condition - Reuters.com | Why some unvaccinated Albertans are looking for the Johnson & Johnson shot - CBC.ca"
692,2021-10-02,Why some unvaccinated Albertans are looking for the Johnson & Johnson shot - CBC.ca | WTF is Happening to Spire Stock – SPIR? - Nanalyze
693,2021-10-03,"Extra Shots from J. & J. and Pfizer Give Immune Boost, Companies Report (Published 2021) - The New York Times | WTF is Happening to Spire Stock – SPIR? - Nanalyze"
694,2021-10-04,"RSV shot prevents pneumonia with 80 percent efficacy in older adults, J&J says - McKnight's Long-Term Care News | Extra Shots from J. & J. and Pfizer Give Immune Boost, Companies Report (Published 2021) - The New York Times | J&J is asking the FDA to authorize its COVID-19 booster shots - NPR | Jacksonville worker sues Johnson & Johnson Vision Care over COVID vaccination requirement - The Florida Times-Union | Seattle mother who died from blood clots got J&J vaccine to be child's 'room mom' - KOMO News"
695,2021-10-05,"The top 10 jokes from Dave Chappelle’s Netflix comedy special, The Closer - Chattr | RSV shot prevents pneumonia with 80 percent efficacy in older adults, J&J says - McKnight's Long-Term Care News | Johnson & Johnson Submits Booster Shot Data To FDA For Authorization - Forbes | Washington woman died from rare blood clotting syndrome after receiving Johnson & Johnson Covid-19 vaccine, local health agency says - CNN | Seattle mother who died from blood clots got J&J vaccine to be child's 'room mom' - KOMO News"
696,2021-10-06,"A pan-serotype dengue virus inhibitor targeting the NS3–NS4B interaction - Nature.com | Washington woman died from rare blood clotting syndrome after receiving Johnson & Johnson Covid-19 vaccine, local health agency says - CNN | An Experimental H.I.V. Vaccine Fails in Africa (Published 2021) - The New York Times | The top 10 jokes from Dave Chappelle’s Netflix comedy special, The Closer - Chattr | Penn State Smeal graduate Wanda Hope receives Alumni Fellow Award - Penn State University"
697,2021-10-07,"J&J asks for booster go-ahead, says second vaccine dose provides 100 percent COVID protection - McKnight's Long-Term Care News | Penn State Smeal graduate Wanda Hope receives Alumni Fellow Award - Penn State University | An Experimental H.I.V. Vaccine Fails in Africa (Published 2021) - The New York Times | Potent Dengue Antiviral Effective against All Known Variants - Genetic Engineering & Biotechnology News"
698,2021-10-08,Effects of the selective orexin-2 receptor antagonist JNJ-48816274 on sleep initiated in the circadian wake maintenance zone: a randomised trial - Nature.com
699,2021-10-09,Effects of the selective orexin-2 receptor antagonist JNJ-48816274 on sleep initiated in the circadian wake maintenance zone: a randomised trial - Nature.com
700,2021-10-10,"How your own DNA could someday save your vision - Johnson & Johnson | The next frontier of prostate cancer care - Johnson & Johnson | Curing cancer from within: The promise of cell therapy - Johnson & Johnson | Judicial panel consolidates Philips CPAP, J&J sunscreen litigation - Reuters.com"
701,2021-10-11,"Judicial panel consolidates Philips CPAP, J&J sunscreen litigation - Reuters.com | Curing cancer from within: The promise of cell therapy - Johnson & Johnson | How your own DNA could someday save your vision - Johnson & Johnson | The next frontier of prostate cancer care - Johnson & Johnson | Johnson & Johnson Announces Jessica Moore as Vice President of Investor Relations - PR Newswire"
702,2021-10-12,"J&J science chief Stoffels to retire after decade at the top, adding to C-suite changes - Fierce Biotech | NWRHA administers 1,224 J&J covid vaccines - TT Newsday | Johnson & Johnson's Top Scientist, Stoffels, to Retire at Year-End - TheStreet | A study of COVID vaccine boosters suggests Moderna or Pfizer works best - NPR | Johnson & Johnson Announces Jessica Moore as Vice President of Investor Relations - PR Newswire"
703,2021-10-13,"Biden Promotes Vaccine Donation in Meeting With Kenya’s President (Published 2021) - The New York Times | US to donate more than 17 million Johnson & Johnson Covid-19 vaccines to African Union - CNN | A study of COVID vaccine boosters suggests Moderna or Pfizer works best - NPR | Johnson & Johnson Subsidiary Seeks Bankruptcy Protection to Handle Talc Product Claims (Published 2021) - The New York Times | J&J Covid-19 shot gets better boost from Moderna or Pfizer, US study shows - South China Morning Post"
704,2021-10-14,"Johnson & Johnson Subsidiary Seeks Bankruptcy Protection to Handle Talc Product Claims (Published 2021) - The New York Times | Paul Stoffels, Johnson & Johnson’s CSO, to retire - Chemical & Engineering News | J&J Covid-19 shot gets better boost from Moderna or Pfizer, US study shows - South China Morning Post | Johnson & Johnson vaccine available for shut-ins - Loop News Barbados | Johnson & Johnson vaccine for Shut-Ins - Barbados Today"
705,2021-10-15,"Johnson & Johnson vaccine for Shut-Ins - Barbados Today | Paul Stoffels, Johnson & Johnson’s CSO, to retire - Chemical & Engineering News | Johnson & Johnson vaccine available for shut-ins - Loop News Barbados | Booster Shot of Johnson & Johnson COVID-19 Vaccine Recommended by FDA Panel - Maryland Matters | FDA J&J booster vote updates: Panel unanimously endorses extra shots; FDA pressed on speed of review - CNBC"
706,2021-10-16,Small molecule fights dengue in mice - Chemical & Engineering News
707,2021-10-17,"Small molecule fights dengue in mice - Chemical & Engineering News | FDA to allow ‘mix-and-match’ approach on coronavirus booster vaccines - The Washington Post | Bio-Thera partners with Pharmapark in Russia/CIS on BAT2206, a Stelara biosimilar - The Pharma Letter | McNeil Lactaid Supplements are Drugs, Not Supplements, Class Action Lawsuit Claims - Top Class Actions"
708,2021-10-18,"J&J’s Talcum Two-Step; Albemarle’s Stock Flies While Apple Slowly Dies - Banyan Hill Publishing | Johnson & Johnson’s Sales Climb Across Divisions - The Wall Street Journal | J&J foresees end to not-for-profit sales of coronavirus vaccine - BioPharma Dive | FDA to allow ‘mix-and-match’ approach on coronavirus booster vaccines - The Washington Post | Bio-Thera partners with Pharmapark in Russia/CIS on BAT2206, a Stelara biosimilar - The Pharma Letter"
709,2021-10-19,The FDA authorizes Moderna and J&J COVID vaccine boosters - NPR | F.D.A. Panel Unanimously Recommends Johnson & Johnson Booster Shots (Published 2021) - The New York Times | F-star Therapeutics Announces License Agreement with - GlobeNewswire | Johnson & Johnson discloses two-year delay for Ottava robot - Mass Device | J&J’s Talcum Two-Step; Albemarle’s Stock Flies While Apple Slowly Dies - Banyan Hill Publishing
710,2021-10-20,"J&J Institute, DePuy Synthes launch mobile training lab for Velys robotic surgery platform - Mass Device | CDC signs off on Moderna and Johnson & Johnson boosters and says people can get a shot different from their original one - The Washington Post | CDC endorses booster doses of Moderna and Johnson & Johnson vaccines, says mix and match is fine - CNN | FDA authorizes Moderna, Johnson & Johnson Covid vaccine booster shots - NBC News | Michigan woman’s death caused by rare Johnson & Johnson COVID vaccine side effect, autopsy report says - MLive.com"
711,2021-10-21,"Michigan woman’s death caused by rare Johnson & Johnson COVID vaccine side effect, autopsy report says - MLive.com | J&J Institute, DePuy Synthes launch mobile training lab for Velys robotic surgery platform - Mass Device | J&J is using a bankruptcy maneuver to block lawsuits over baby powder cancer claims - NPR | CDC endorses booster doses of Moderna and Johnson & Johnson vaccines, says mix and match is fine - CNN | Walgreens Now Offering Moderna and Johnson & Johnson COVID-19 Vaccine Booster Shots Nationwide - Walgreens Boots Alliance"
712,2021-10-22,Mix-and-match Covid vaccine boosters are here — How to choose the best one for you - CNBC | ‘I was the first’: Recipients of Johnson & Johnson shot rush to get boosters - The Washington Post | J&J accused of shielding assets amid baby powder cancer lawsuits Malawi 24 | Latest News from Malawi - Malawi24 | US regulator approves expansion of COVID vaccine boosters - Al Jazeera English | Walgreens Now Offering Moderna and Johnson & Johnson COVID-19 Vaccine Booster Shots Nationwide - Walgreens Boots Alliance
713,2021-10-23,‘I was the first’: Recipients of Johnson & Johnson shot rush to get boosters - The Washington Post | Health Ministry continues COVID vaccination at select sites this weekend - Trinidad Guardian
714,2021-10-24,"Johnson & Johnson : Top 20 Companies in 2021 - Beauty Packaging | U.S. Gives 100,260 Covid-19 Pfizer Vaccines to Nepal, Adding to 1.5M Johnson & Johnson Doses Donated - Pacific Command | C.D.C. Recommends Covid Booster Shots for Millions of Americans (Published 2021) - The New York Times | Fresh Start: Professor Melissa Jacoby - The Deal Pipeline | The F.D.A. is likely to make its long-awaited decision on Pfizer boosters this week. (Published 2021) - The New York Times"
715,2021-10-25,Texas reaches $290 million settlement with Johnson & Johnson in nationwide opioid case - The Texas Tribune | Boosters for Moderna and Johnson & Johnson - City and Borough of Juneau | Johnson & Johnson : Top 20 Companies in 2021 - Beauty Packaging | C.D.C. Recommends Covid Booster Shots for Millions of Americans (Published 2021) - The New York Times | California Jury Orders J&J to Pay $26.5M in Talcum Powder Lawsuit - Consumernotice.org
716,2021-10-26,"Marquette County Health Department to offer Moderna booster clinics - WLUC | CDC Approves Moderna, J&J and Pfizer COVID-19 Boosters; Appointments Available at PWHC - University of Arkansas Newswire | Boosters for Moderna and Johnson & Johnson - City and Borough of Juneau | California Jury Orders J&J to Pay $26.5M in Talcum Powder Lawsuit - Consumernotice.org | Moderna and Johnson & Johnson Covid-19 vaccine booster shots now available - Marianas Variety News & Views"
717,2021-10-27,FDA sets stronger safety warnings for breast implants - Loop News Cayman | The case for cloud in life sciences - McKinsey | Johnson & Johnson’s ‘Texas-two-step’ sparks outcry over US bankruptcy regime - Financial Times | Moderna and Johnson & Johnson Covid-19 vaccine booster shots now available - Marianas Variety News & Views | What does J&J’s Ottava delay mean for Intuitive and Medtronic? It’s complicated. - MedTech Dive
718,2021-10-28,"What does J&J’s Ottava delay mean for Intuitive and Medtronic? It’s complicated. - MedTech Dive | The case for cloud in life sciences - McKinsey | Villgro Africa, Johnson & Johnson seek startups empowering frontline healthcare workers - - Disrupt Africa | FDA sets stronger safety warnings for breast implants - Loop News Cayman"
719,2021-10-29,"J&J settles most Risperdal lawsuits, with $800 million in expenses - Reuters | Villgro Africa, Johnson & Johnson seek startups empowering frontline healthcare workers - - Disrupt Africa | Talk to the doctors, Deyalsingh urges - Trinidad & Tobago Express Newspapers"
720,2021-10-30,"J&J settles most Risperdal lawsuits, with $800 million in expenses - Reuters | Talk to the doctors, Deyalsingh urges - Trinidad & Tobago Express Newspapers"
721,2021-10-31,"Mobilizing the community to eliminate preventable blindness in children - Johnson & Johnson | Johnson and Johnson, Costco settle lawsuits over recalled sunscreen products with cancer-causing chemical - Fox Business | Americans who received the one-dose J&J Covid vaccine were 3.5 times likely to develop blood clots - Daily Mail | J&J, Costco agree to settle lawsuit with consumers over recalled sunscreen - FOX 29 Philadelphia | J&J, Costco settle lawsuits over recalled sunscreen - Reuters.com"
